Title,Location,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,Pincode,Tender Reference Number,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,
HR cum VRB of Tail Minor off taking at RD 14565 m of Ramanadi Main Canal of Chheligada Irrigation Project,Digapahandi,"CE-BM,RVN Basin,Berhampur||SE Southern Irr Circle II Paralakhemundi||EE Chheligada Canal Divn Digapahandi","O/o CE and BM, RBVN Basin, Berhampur",HR cum VRB of Tail Minor off taking at RD 14565 m of Ramanadi Main Canal of Chheligada Irrigation Project,"29,98,596",Civil Works - Others,NA,761012,SE-CCD-03/2022-23,2023_CEBMB_84971_2,Open Tender,Works,Nil,Nil,"2,549,106",17-Mar-2023,"INR 2,549,106",
"Construction of Residential Quarters C Type D Type E type and F Type building Part II for Gangadhar Meher Lift Irrigation Project Bijepur Gangadhar Meher Lift Irrigation Project, Bijepur","Bijepur,Bargarh","CE-BM,UM Basin,Burla",ACE GMLIP Bargarh,Construction of Residential Quarters C Type D Type E type and F Type building Part II for Gangadhar Meher Lift Irrigation Project Bijepur,"2,48,68,593",Civil Works - Buildings,Buildings,768032,ACEGMLIP No-01(02)/2022-23(Online),2023_CEBBU_85133_1,Open Tender,Works,Nil,Nil,"21,140,791.75",28-Mar-2023,"INR 21,140,791.75",
"Construction of Office building,Restshed cum barrack, Boundary wall and Cement concrete road(part I) of gangadhar Meher lift irrigation project,Bijepur","Bijepur,Bargarh","CE-BM,UM Basin,Burla","O/O the Additional Chief Engineer, Gangadhar Meher","Construction of Office building,Restshed cum barrack, Boundary wall and Cement concrete road(part I) of gangadhar Meher lift irrigation project,Bijepur","2,94,59,690",Civil Works - Buildings,Building works and CC roads,768032,ACEGMLIP No-01(01)/2022-23(Online),2023_CEBBU_85124_1,Open Tender,Works,Nil,Nil,"25,043,683.27",13-Mar-2023,"INR 25,043,683.27",
"Supply, installation, testing and commissioning of 250 KVA DG set and shifting of 11 KV Joist pole at Samal Barrage for the year 2022-23","Office of the Superintending Engineer, HWD, Samal",CE and BM Brahmani Basin Samal,"Office of the Superintending Engineer, HWD, Samal","Supply, installation, testing and commissioning of 250 KVA DG set and shifting of 11 KV Joist pole at Samal Barrage for the year 2022-23","23,70,600",Civil Works - Others,Installation of DG Set,759037,SE-HWD-15/2022-23,2023_CEBBS_86051_3,Open Tender,Works,Nil,Nil,"2,015,247",14-Mar-2023,"INR 2,015,247",
Installation of CCTV across Barrage Bay of Samal Barrage for the year 2022-23,"Office of the Superintending Engineer, HWD, Samal",CE and BM Brahmani Basin Samal,"Office of the Superintending Engineer, HWD, Samal",Installation of CCTV across Barrage Bay of Samal Barrage for the year 2022-23,"16,69,610",Civil Works - Others,Installation of CCTV,759037,SE-HWD-15/2022-23,2023_CEBBS_86051_2,Open Tender,Works,Nil,Nil,"1,419,320",13-Mar-2023,"INR 1,419,320",
Improvement of Manikmara Distributary-II(A) including construction of CC lining with RCC trough wall.,"Office of the Superintending Engineer, HWD, Samal",CE and BM Brahmani Basin Samal,"Office of the Superintending Engineer, HWD, Samal",Improvement of Manikmara Distributary-II(A) including construction of CC lining with RCC trough wall.,"24,50,601",Civil Works - Canal,Canal work,759037,SE-HWD-15/2022-23,2023_CEBBS_86051_1,Open Tender,Works,Nil,Nil,"2,083,256.32",02-Mar-2023,"INR 2,083,256.319",
Construction of Guard Wall with Bed Lining from RD 1070m to RD 1125m of Vedvyas Distribuatry of Pitamahal Irrigation Project.,Pitamahal,CE and BM Brahmani Basin Samal||APD cum CCE RIP Samal||Headworks Division Samal,Rourkela,Construction of Guard Wall with Bed Lining from RD 1070m to RD 1125m of Vedvyas Distribuatry of Pitamahal Irrigation Project.,"8,46,913",Civil Works - Canal,NA,770034,SERID-RKL-09/2022-23,2023_CEBBS_85874_4,Open Tender,Works,Nil,Nil,"719,961.01",03-Mar-2023,"INR 846,913.31",
Improvement to Jamerposh Distributary from RD 7740m to 7995of Rukura Irrigation Project.,Bonai,CE and BM Brahmani Basin Samal||APD cum CCE RIP Samal||Headworks Division Samal,Rourkela,Improvement to Jamerposh Distributary from RD 7740m to 7995of Rukura Irrigation Project.,"12,98,039",Civil Works - Canal,NA,770038,SERID-RKL-09/2022-23,2023_CEBBS_85874_3,Open Tender,Works,Nil,Nil,"1,103,463.28",04-Mar-2023,"INR 1,298,039.38",
Improvement to Jibika minor from RD 3104m to 3254m and RD 3850m to 4020m and Santuramura sub minor from RD 210m to 390m of Rukura Irrigation Project.,Bonai,CE and BM Brahmani Basin Samal||APD cum CCE RIP Samal||Headworks Division Samal,Rourkela,Improvement to Jibika minor from RD 3104m to 3254m and RD 3850m to 4020m and Santuramura sub minor from RD 210m to 390m of Rukura Irrigation Project.,"18,41,274",Civil Works - Canal,NA,770038,SERID-RKL-09/2022-23,2023_CEBBS_85874_2,Open Tender,Works,Nil,Nil,"1,565,266.87",28-Feb-2023,"INR 1,841,273.81",
Improvement to Approach road and Dam top road of Rukura Irrigation Project.,Bonai,CE and BM Brahmani Basin Samal||APD cum CCE RIP Samal||Headworks Division Samal,Rourkela,Improvement to Approach road and Dam top road of Rukura Irrigation Project.,"16,07,303",Civil Works - Others,NA,770038,SERID-RKL-09/2022-23,2023_CEBBS_85874_1,Open Tender,Works,Nil,Nil,"1,366,368.20",23-Mar-2023,"INR 1,607,302.9",
Improvement of Left Bank Canal from RD 0.00 KM to RD 22.00 KM including repair and maintenance of VRB and lining for the year 2022-23,"Samal, Angul, Odisha",CE and BM Brahmani Basin Samal,"Office of Superintending Engineer, HWD, Samal",Improvement of Left Bank Canal from RD 0.00 KM to RD 22.00 KM including repair and maintenance of VRB and lining for the year 2022-23,"40,15,424",Civil Works - Canal,NA,759037,SE-HWD-12/2022-23,2023_CEBBS_85717_3,Open Tender,Works,Nil,Nil,"3,413,512.06",02-Mar-2023,"INR 3,413,512.061",
"Improvement to service road, repair of VRB at RD 176 m of Jayanagar Minor of Jeypore Main Canal under Upper Kolab Project.",KOLABNAGAR,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE , Upper Kolab Headworks Division,Kolabnagar",O/O THE SE U.K.H.W DIV. KOLABNAGAR,Service Road,"32,25,966",Civil Works - Roads,NA,764011,SE-UKHWD-10/2022-23 (3),2023_CCEJE_86080_1,Open Tender,Works,Nil,Nil,"2,742,394.01",22-Mar-2023,"INR 3,225,966.37",
Improvement to service from RD 00 km to 3.350 km of road Sanakaudi minor of Jeypore 8.89 Calendar Main Canal under Upper Kolab Project,KOLABNAGAR,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE , Upper Kolab Headworks Division,Kolabnagar",O/O THE SE U.K.H.W DIV. KOLABNAGAR,ROAD WORK,"8,89,410",Civil Works - Roads,NA,764011,SE-UKHWD-10/2022-23 (1),2023_CCEJE_86075_1,Open Tender,Works,Nil,Nil,"756,087.18",22-Mar-2023,"INR 889,409.7",
Construction of RCC trough from RD 90 m. to 215 m. of Dangarkarchi-Tingiriput S/M of TMIP,AMBAGUDA,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE Telingiri Canal Division No.II Ambaguda",S. E. Telengiri Canal Division Ambaguda,Construction of RCC trough from RD 90 m. to 215 m. of Dangarkarchi-Tingiriput S/M of TMIP,"12,64,204",Civil Works - Others,NA,764055,SETCD-03/2022-23(4),2023_CCEJE_85472_1,Open Tender,Works,Nil,Nil,"1,074,699.35",24-Feb-2023,"INR 1,264,203.443",
Construction of RCC trough from CD No. 8 to HR of Tokiguda S/M-II of Gadabguda-Tokiguda Distributary of TMIP.,AMBAGUDA,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE Telingiri Canal Division No.II Ambaguda",S. E. Telengiri Canal Division Ambaguda,Construction of RCC trough from CD No. 8 to HR of Tokiguda S/M-II of Gadabguda-Tokiguda Distributary of TMIP.,"73,02,835",Civil Works - Others,NA,764055,SETCD-03/2022-23(1),2023_CCEJE_85467_1,Open Tender,Works,Nil,Nil,"6,208,139.61",24-Feb-2023,"INR 7,302,834.5",
Fixing chain link mesh over the parapet wall for fencing of reservoir area between RD 00 m to RD 800 m of Satiguda Dam and Sub-Division office area,Jeypore,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE , Upper Kolab Headworks Division,Kolabnagar","Office of the SE, UKHWD, Kolabnagar,Dist-Koraput.",Dam work,"10,60,987",Civil Works - Others,NA,764004,SE-UKHWD-06-2022-23(Sl.No.06),2023_CCEJE_84880_1,Open Tender,Works,Nil,Nil,"901,944.64",22-Mar-2023,"INR 1,060,986.52",
Renovation to waterway at Garden No. II and III at right flank of U.K. Dam,Kolabnagar,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE , Upper Kolab Headworks Division,Kolabnagar","Office of the SE, UKHWD, Kolabnagar,Dist-Koraput",Dam periphery work,"8,46,180",Civil Works - Others,NA,764011,SE-UKHWD-06-2022-23(Sl.No.04),2023_CCEJE_84878_1,Open Tender,Works,Nil,Nil,"719,337.77",22-Mar-2023,"INR 846,180.17",
Scrapping and cement washing of Dam body and ogee surface of U.K. Dam,Kolabnagar,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE , Upper Kolab Headworks Division,Kolabnagar","Office of the SE, UKHWD, Kolabnagar,Dist-Koraput.",Dam maintenance work,"8,04,190",Civil Works - Others,NA,764011,SE-UKHWD-06-2022-23(Sl.No.02),2023_CCEJE_84876_1,Open Tender,Works,Nil,Nil,"683,641.67",22-Mar-2023,"INR 804,189.71",
Repair and renovation of record room of U.K.H.W. Division office at Kolabnagar.,Kolabnagar,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE , Upper Kolab Headworks Division,Kolabnagar","Office of the SE, UKHWD, Kolabnagar,Dist-Koraput.",Division Office building repair work.,"6,29,838",Civil Works - Buildings,NA,764011,SE-UKHWD-06-2022-23 (Sl.No.01),2023_CCEJE_84875_1,Open Tender,Works,Nil,Nil,"535,424.90",22-Mar-2023,"INR 629,837.55",
"Construction of 6nos. of Community Toilet for (Ladies and Gents) at RR Hatibari Colony 1,2,3,4, Patulidiha and Paudia of Deo Irrigation Project.","Hatibari,Paudia,Patulidiha",CCE Deo Irr Project Karanjia||CCE Deo Irr Project Karanjia||E.E Deo Head Works Divn Karanjia,"O/o the SE, DHWD,Karanjia","Construction of 6nos. of Community Toilet for (Ladies and Gents) at RR Hatibari Colony 1,2,3,4, Patulidiha and Paudia of Deo Irrigation Project.","61,46,562",Civil Works - Buildings,NA,757037,04(2)/SEDHWD OF 2022-23,2023_CCEDI_85057_1,Open Tender,Works,Nil,Nil,"5,225,192",20-Feb-2023,"INR 5,225,192",
Construction of Community Toilet (Ladies and Gents) with Septic Tank and Soak Pit and One No. Pooja Mandap and Internal CC Road at Batapalasa RR Colony of Deo Irrigation Project.,Batapalasa,CCE Deo Irr Project Karanjia||CCE Deo Irr Project Karanjia||E.E Deo Head Works Divn Karanjia,"O/o the SE, DHWD,Karanjia",Construction of Community Toilet (Ladies and Gents) with Septic Tank and Soak Pit and One No. Pooja Mandap and Internal CC Road at Batapalasa RR Colony of Deo Irrigation Project.,"31,10,838",Civil Works - Buildings,NA,757037,03(2)/SEDHWD OF 2022-23,2023_CCEDI_85055_1,Open Tender,Works,Nil,Nil,"2,644,524",13-Feb-2023,"INR 2,644,524",
"Construction of 4 Nos. Pooja Mandap at RR Hatibari Colony 1,2,Paudia and Patulidiha of Deo Irrigation Project.","Hatibari,Paudia,Patulidiha",CCE Deo Irr Project Karanjia||CCE Deo Irr Project Karanjia||E.E Deo Head Works Divn Karanjia,"O/o the SE, DHWD,Karanjia","Construction of 4 Nos. Pooja Mandap at RR Hatibari Colony 1,2,Paudia and Patulidiha of Deo Irrigation Project.","28,93,739",Civil Works - Buildings,NA,757037,03(1)/SEDHWD OF 2022-23,2023_CCEDI_85054_1,Open Tender,Works,Nil,Nil,"2,459,968",20-Feb-2023,"INR 2,459,968",
Improvement to Right Service Canal Bank in between from RD.5.00Km. to RD.5.500Km. of Motu Distributary.,MV 79,"CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Earth Dam Divn. Chitrakonda","Superintending Engineer, PCD, MV 79",Improvement to Right Service Canal Bank in between from RD.5.00Km. to RD.5.500Km. of Motu Distributary.,"1,52,438",Civil Works - Others,NA,764087,SE-PCD-MV79-03/ 2022-23,2023_CCEBA_85941_31,Open Tender,Works,Nil,Nil,"129,588",27-Apr-2023,"INR 152,000",
Improvement to Right Service Canal Bank from RD.3.750Km. to RD.4.950Km. of Motu Distributary.,MV 79,"CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Earth Dam Divn. Chitrakonda","Superintending Engineer, PCD, MV 79",Improvement to Right Service Canal Bank from RD.3.750Km. to RD.4.950Km. of Motu Distributary.,"4,69,742",Civil Works - Others,NA,764087,SE-PCD-MV79-03/ 2022-23,2023_CCEBA_85941_30,Open Tender,Works,Nil,Nil,"399,327",27-Apr-2023,"INR 470,000",
Improvement to Right Service Canal Bank from RD.0.00Km. to RD.1.200Km. of Motu Distributary.,MV 79,"CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Earth Dam Divn. Chitrakonda","Superintending Engineer, PCD, MV 79",Improvement to Right Service Canal Bank from RD.0.00Km. to RD.1.200Km. of Motu Distributary.,"4,69,687",Civil Works - Others,NA,764087,SE-PCD-MV79-03/ 2022-23,2023_CCEBA_85941_27,Open Tender,Works,Nil,Nil,"399,281",27-Apr-2023,"INR 470,000",
Improvement to Right Service Canal Bank from RD.2.100Km. to RD.3.200Km. of Motu Branch Canal.,MV 79,"CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Earth Dam Divn. Chitrakonda","Superintending Engineer, PCD, MV 79",Improvement to Right Service Canal Bank from RD.2.100Km. to RD.3.200Km. of Motu Branch Canal.,"4,69,891",Civil Works - Others,NA,764087,SE-PCD-MV79-03/ 2022-23,2023_CCEBA_85941_23,Open Tender,Works,Nil,Nil,"399,454",26-Apr-2023,"INR 470,000",
Improvement to Right Service Canal Bank from RD.75.956Km. to RD.76.156Km. of GMC and from RD.0.00Km. to RD.0.900Km. of Motu Branch Canal.,MV 79,"CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Earth Dam Divn. Chitrakonda","Superintending Engineer, PCD, MV 79",Improvement to Right Service Canal Bank from RD.75.956Km. to RD.76.156Km. of GMC and from RD.0.00Km. to RD.0.900Km. of Motu Branch Canal.,"4,69,891",Civil Works - Others,NA,764087,SE-PCD-MV79-03/ 2022-23,2023_CCEBA_85941_21,Open Tender,Works,Nil,Nil,"399,454",26-Apr-2023,"INR 470,000",
Construction of additional class room at Bhagabanpur Pry School,Bhagabanpur,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||BHUBANESWAR Block,Block Office BBSR,Construction of additional class room at Bhagabanpur Pry School,"15,81,485",Civil Works - Buildings,NA,751019,05/PSB/2022-23,2023_BBSR_86184_1,Open Tender,Works,Nil,Nil,"1,344,421",17-Apr-2023,"INR 1,344,421",
"Provision for engagement of security guard for the WTP and Intake well at Samanga,Puri",Puri,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Puri,Puri,"Provision for engagement of security guard for the WTP and Intake well at Samanga,Puri","14,29,623",Civil Works - Water Works,NA,752002,GMWATCOPURI/01-2022-23,2022_WPURI_76749_1,National Competitive Bid,Works,Nil,Nil,"1,307,391",23-May-2022,"INR 1,307,391",
"Additional work for collection of waste water from Old Building and Linac Building to existing 50 KLD ETP inside AHPGIC, Cuttack",Cuttack,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Additional work for collection of waste water from Old Building and Linac Building to existing 50 KLD ETP inside AHPGIC, Cuttack","12,45,318",Civil Works - Water Works,NA,753003,WATCO (W) -17(2) /2022-23 Dtd.19.12.2022,2022_WCUTT_84667_1,National Competitive Bid,Works,Nil,Nil,"1,058,645",24-Mar-2023,"INR 1,058,645",
Repair and Renovation of different Non Residential Building of Vyasanagar Municipality,Cuttack,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack",Repair and Renovation of different Non Residential Building of Vyasanagar Municipality,"7,04,629",Civil Works - Water Works,NA,753003,WATCO (W) - 15(2) /2022-23 Dtd.15.11.2022,2022_WCUTT_83463_1,National Competitive Bid,Works,Nil,Nil,"599,005",10-Jan-2023,"INR 599,005",
Repair and Renovation of different Residential Building of Vyasanagar Municipality,Cuttack,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack",Repair and Renovation of different Residential Building of Vyasanagar Municipality,"21,18,794",Civil Works - Water Works,NA,753003,WATCO (W) - 15(1) /2022-23 Dtd.15.11.2022,2022_WCUTT_83461_1,National Competitive Bid,Works,Nil,Nil,"1,801,187",09-Jan-2023,"INR 1,801,187",
"Annual Operation and Maintenance of 7MLD WTP Excluding Fuel, Energy charges, Chemical and Major spareparts at Mundamal of Vyasanagar Municipality,Jajpur Road.(From-Dec 2022 to Nov-2023)",Cuttack,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Annual Operation and Maintenance of 7MLD WTP Excluding Fuel, Energy charges, Chemical and Major spareparts at Mundamal of Vyasanagar Municipality,Jajpur Road.(From-Dec 2022 to Nov-2023)","45,67,439",Civil Works - Water Works,NA,753003,WATCO(W)-14/2022-23 Dtd.28.09.2022,2022_WCUTT_81976_1,National Competitive Bid,Works,Nil,Nil,"3,882,780",03-Dec-2022,"INR 3,882,780",
"Shifting of Water Supply pipe line coming under proposed development area of MAA Cuttack Chandi Temple, Cuttack",Cuttack,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Shifting of Water Supply pipe line coming under proposed development area of MAA Cuttack Chandi Temple, Cuttack","59,66,898",Civil Works - Water Works,NA,753003,WATCO(W)-13(3)/2022-23 Dt-15.09.2022,2022_WCUTT_81646_1,National Competitive Bid,Works,Nil,Nil,"5,370,805",01-Nov-2022,"INR 5,370,805",
"Installation of Flow Meter, Flow Control Valve for Implementation of Drink from Tap with 24 x 7 water supply to Zone No.41 (227KL) at Khapuria Ward No. 50 CMC, Cuttack under SUJAL",Cuttack,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Installation of Flow Meter, Flow Control Valve for Implementation of Drink from Tap with 24 x 7 water supply to Zone No.41 (227KL) at Khapuria Ward No. 50 CMC, Cuttack under SUJAL","32,71,284",Civil Works - Water Works,NA,753003,WATCO(W)-13(2)/2022-23 Dt-15.09.2022,2022_WCUTT_81643_1,National Competitive Bid,Works,Nil,Nil,"3,232,028",10-Jan-2023,"INR 3,232,028",
"Installation of Automation system, PLC and Chlorination work with provision of D.G. Set for Implementation of Drink from Tap with 24 x 7 water supply to Zone No.41 (227KL) at Khapuria Ward No. 50 CMC, Cuttack under SUJAL",Cuttack,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Installation of Automation system, PLC and Chlorination work with provision of D.G. Set for Implementation of Drink from Tap with 24 x 7 water supply to Zone No.41 (227KL) at Khapuria Ward No. 50 CMC, Cuttack under SUJAL","34,34,209",Civil Works - Water Works,NA,753003,WATCO(W)-12(4)/2022-23 Dt-02.09.2022,2022_WCUTT_81060_1,National Competitive Bid,Works,Nil,Nil,"3,091,132",11-Nov-2022,"INR 3,091,132",
"Installation of Automation system including SCADA, PLC and Chlorination system with provision of D.G. Set,OFC work for Implementation of Drink from Tap with 24x7 water supply to Gopalpur Ward No. 57, CMC, Cuttack under SUJAL. Pratapnagari-DMA-II",Cuttack,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Installation of Automation system including SCADA, PLC and Chlorination system with provision of D.G. Set,OFC work for Implementation of Drink from Tap with 24x7 water supply to Gopalpur Ward No. 57, CMC, Cuttack under SUJAL. Pratapnagari-DMA-II","42,20,762",Civil Works - Water Works,NA,753003,WATCO(W)-12(2)/2022-23 Dtd.02.09.2022,2022_WCUTT_81055_1,National Competitive Bid,Works,Nil,Nil,"4,010,146",01-Nov-2022,"INR 4,010,146",
"House Connection for Implementation of Drink from Tap with 24 x 7 water supply to Zone No-34 (750KL) at Badambadi to Ward No. 36(P) and 37 CMC, Cuttack under SUJAL",Cuttack,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","House Connection for Implementation of Drink from Tap with 24 x 7 water supply to Zone No-34 (750KL) at Badambadi to Ward No. 36(P) and 37 CMC, Cuttack under SUJAL","65,58,285",Civil Works - Water Works,NA,753303,WATCO(W)-11(8)/2022-23 Dt-01.08.2022,2022_WCUTT_80397_1,National Competitive Bid,Works,Nil,Nil,"5,903,113",11-Nov-2022,"INR 5,903,113",
"Construction of PLC and Chlorination room yard lighting and site development for Implementation of Drink from Tap with 24 x 7 water supply to Gopalpur Ward No. 57, CMC, Cuttack under SUJAL. (Pratapnagari-DMA-II)",Cuttack,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Construction of PLC and Chlorination room yard lighting and site development for Implementation of Drink from Tap with 24 x 7 water supply to Gopalpur Ward No. 57, CMC, Cuttack under SUJAL. (Pratapnagari-DMA-II)","22,69,397",Civil Works - Water Works,NA,753003,WATCO(W)-11(3)/2022-23 Dtd.01.08.2022,2022_WCUTT_80391_1,National Competitive Bid,Works,Nil,Nil,"1,929,214",30-Sep-2022,"INR 1,929,214",
